timestamp,region,region_name,fuel_type,generation_mwh
2024-01-07T10,PJM,"PJM Interconnection, LLC",Natural Gas,38739
2024-01-07T10,PJM,"PJM Interconnection, LLC",Nuclear,33677
2024-01-07T10,PJM,"PJM Interconnection, LLC",Petroleum,228
2024-01-07T10,PJM,"PJM Interconnection, LLC",Other,822
2024-01-07T10,PJM,"PJM Interconnection, LLC",Solar,16
2024-01-07T10,PJM,"PJM Interconnection, LLC",Hydro,1259
2024-01-07T10,PJM,"PJM Interconnection, LLC",Wind,3164
2024-01-07T11,PJM,"PJM Interconnection, LLC",Coal,14802
2024-01-07T11,PJM,"PJM Interconnection, LLC",Natural Gas,38530
2024-01-07T11,PJM,"PJM Interconnection, LLC",Nuclear,33667
2024-01-07T11,PJM,"PJM Interconnection, LLC",Petroleum,225
2024-01-07T11,PJM,"PJM Interconnection, LLC",Other,828
2024-01-07T11,PJM,"PJM Interconnection, LLC",Solar,16
2024-01-07T11,PJM,"PJM Interconnection, LLC",Hydro,1344
2024-01-07T11,PJM,"PJM Interconnection, LLC",Wind,3607
2024-01-07T12,PJM,"PJM Interconnection, LLC",Coal,14869
2024-01-07T12,PJM,"PJM Interconnection, LLC",Natural Gas,39202
2024-01-07T12,PJM,"PJM Interconnection, LLC",Nuclear,33667
2024-01-07T12,PJM,"PJM Interconnection, LLC",Petroleum,225
2024-01-07T12,PJM,"PJM Interconnection, LLC",Other,964
2024-01-07T12,PJM,"PJM Interconnection, LLC",Solar,18
2024-01-07T12,PJM,"PJM Interconnection, LLC",Hydro,1885
2024-01-07T12,PJM,"PJM Interconnection, LLC",Wind,3811
2024-01-07T13,PJM,"PJM Interconnection, LLC",Coal,15446
2024-01-07T13,PJM,"PJM Interconnection, LLC",Natural Gas,40621
2024-01-07T13,PJM,"PJM Interconnection, LLC",Nuclear,33674
2024-01-07T13,PJM,"PJM Interconnection, LLC",Petroleum,225
2024-01-07T13,PJM,"PJM Interconnection, LLC",Other,1044
2024-01-07T13,PJM,"PJM Interconnection, LLC",Solar,223
2024-01-07T13,PJM,"PJM Interconnection, LLC",Hydro,1883
2024-01-07T13,PJM,"PJM Interconnection, LLC",Wind,4076
2024-01-07T14,PJM,"PJM Interconnection, LLC",Coal,15964
2024-01-07T14,PJM,"PJM Interconnection, LLC",Natural Gas,40770
2024-01-07T14,PJM,"PJM Interconnection, LLC",Nuclear,33668
2024-01-07T14,PJM,"PJM Interconnection, LLC",Petroleum,222
2024-01-07T14,PJM,"PJM Interconnection, LLC",Other,1148
2024-01-07T14,PJM,"PJM Interconnection, LLC",Solar,1169
2024-01-07T14,PJM,"PJM Interconnection, LLC",Hydro,1845
2024-01-07T14,PJM,"PJM Interconnection, LLC",Wind,4082
2024-01-07T15,PJM,"PJM Interconnection, LLC",Coal,16181
2024-01-07T15,PJM,"PJM Interconnection, LLC",Natural Gas,40346
2024-01-07T15,PJM,"PJM Interconnection, LLC",Nuclear,33653
2024-01-07T15,PJM,"PJM Interconnection, LLC",Petroleum,221
2024-01-07T15,PJM,"PJM Interconnection, LLC",Other,1230
2024-01-07T15,PJM,"PJM Interconnection, LLC",Solar,2440
2024-01-07T15,PJM,"PJM Interconnection, LLC",Hydro,1257
2024-01-07T15,PJM,"PJM Interconnection, LLC",Wind,3969
2024-01-07T16,PJM,"PJM Interconnection, LLC",Coal,16208
2024-01-07T16,PJM,"PJM Interconnection, LLC",Natural Gas,39658
2024-01-07T16,PJM,"PJM Interconnection, LLC",Nuclear,33652
2024-01-07T16,PJM,"PJM Interconnection, LLC",Petroleum,221
2024-01-07T16,PJM,"PJM Interconnection, LLC",Other,1254
2024-01-07T16,PJM,"PJM Interconnection, LLC",Solar,2670
2024-01-07T16,PJM,"PJM Interconnection, LLC",Hydro,1152
2024-01-07T16,PJM,"PJM Interconnection, LLC",Wind,3987
2024-01-07T17,PJM,"PJM Interconnection, LLC",Coal,16471
2024-01-07T17,PJM,"PJM Interconnection, LLC",Natural Gas,39444
2024-01-07T17,PJM,"PJM Interconnection, LLC",Nuclear,33633
2024-01-07T17,PJM,"PJM Interconnection, LLC",Petroleum,218
2024-01-07T17,PJM,"PJM Interconnection, LLC",Other,1269
2024-01-07T17,PJM,"PJM Interconnection, LLC",Solar,2604
2024-01-07T17,PJM,"PJM Interconnection, LLC",Hydro,1102
2024-01-07T17,PJM,"PJM Interconnection, LLC",Wind,4248
2024-01-07T18,PJM,"PJM Interconnection, LLC",Coal,16267
2024-01-07T18,PJM,"PJM Interconnection, LLC",Natural Gas,39211
2024-01-07T18,PJM,"PJM Interconnection, LLC",Nuclear,33655
2024-01-07T18,PJM,"PJM Interconnection, LLC",Petroleum,217
2024-01-07T18,PJM,"PJM Interconnection, LLC",Other,1253
2024-01-07T18,PJM,"PJM Interconnection, LLC",Solar,2480
2024-01-07T18,PJM,"PJM Interconnection, LLC",Hydro,1134
2024-01-07T18,PJM,"PJM Interconnection, LLC",Wind,4417
2024-01-07T19,PJM,"PJM Interconnection, LLC",Coal,16331
2024-01-07T19,PJM,"PJM Interconnection, LLC",Natural Gas,41527
2024-01-07T19,PJM,"PJM Interconnection, LLC",Nuclear,33641
2024-01-07T19,PJM,"PJM Interconnection, LLC",Petroleum,225
2024-01-07T19,PJM,"PJM Interconnection, LLC",Other,1236
2024-01-07T19,PJM,"PJM Interconnection, LLC",Solar,1563
2024-01-07T19,PJM,"PJM Interconnection, LLC",Hydro,1162
2024-01-07T19,PJM,"PJM Interconnection, LLC",Wind,4333
2024-01-07T20,PJM,"PJM Interconnection, LLC",Coal,16115
2024-01-07T20,PJM,"PJM Interconnection, LLC",Natural Gas,41044
2024-01-07T20,PJM,"PJM Interconnection, LLC",Nuclear,33630
2024-01-07T20,PJM,"PJM Interconnection, LLC",Petroleum,215
2024-01-07T20,PJM,"PJM Interconnection, LLC",Other,1066
2024-01-07T20,PJM,"PJM Interconnection, LLC",Solar,879
2024-01-07T20,PJM,"PJM Interconnection, LLC",Hydro,1959
2024-01-07T20,PJM,"PJM Interconnection, LLC",Wind,4114
2024-01-07T21,PJM,"PJM Interconnection, LLC",Coal,15588
2024-01-07T21,PJM,"PJM Interconnection, LLC",Natural Gas,42044
2024-01-07T21,PJM,"PJM Interconnection, LLC",Nuclear,33634
2024-01-07T21,PJM,"PJM Interconnection, LLC",Petroleum,216
2024-01-07T21,PJM,"PJM Interconnection, LLC",Other,1023
2024-01-07T21,PJM,"PJM Interconnection, LLC",Solar,256
2024-01-07T21,PJM,"PJM Interconnection, LLC",Hydro,2941
2024-01-07T21,PJM,"PJM Interconnection, LLC",Wind,4466
2024-01-07T22,PJM,"PJM Interconnection, LLC",Coal,16068
2024-01-07T22,PJM,"PJM Interconnection, LLC",Natural Gas,44704
2024-01-07T22,PJM,"PJM Interconnection, LLC",Nuclear,33625
2024-01-07T22,PJM,"PJM Interconnection, LLC",Petroleum,214
2024-01-07T22,PJM,"PJM Interconnection, LLC",Other,1025
2024-01-07T22,PJM,"PJM Interconnection, LLC",Solar,16
2024-01-07T22,PJM,"PJM Interconnection, LLC",Hydro,4441
2024-01-07T22,PJM,"PJM Interconnection, LLC",Wind,4407
2024-01-07T23,PJM,"PJM Interconnection, LLC",Coal,16975
2024-01-07T23,PJM,"PJM Interconnection, LLC",Natural Gas,46715
2024-01-07T23,PJM,"PJM Interconnection, LLC",Nuclear,33621
2024-01-07T23,PJM,"PJM Interconnection, LLC",Petroleum,212
2024-01-07T23,PJM,"PJM Interconnection, LLC",Other,1020
2024-01-07T23,PJM,"PJM Interconnection, LLC",Solar,16
2024-01-07T23,PJM,"PJM Interconnection, LLC",Hydro,4417
2024-01-07T23,PJM,"PJM Interconnection, LLC",Wind,3035
2024-01-01T00,NYIS,New York Independent System Operator,Coal,0
2024-01-01T00,NYIS,New York Independent System Operator,Natural Gas,8371
2024-01-01T00,NYIS,New York Independent System Operator,Nuclear,3348
2024-01-01T00,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T00,NYIS,New York Independent System Operator,Other,182
2024-01-01T00,NYIS,New York Independent System Operator,Solar,0
2024-01-01T00,NYIS,New York Independent System Operator,Hydro,3667
2024-01-01T00,NYIS,New York Independent System Operator,Wind,38
2024-01-01T01,NYIS,New York Independent System Operator,Coal,0
2024-01-01T01,NYIS,New York Independent System Operator,Natural Gas,8040
2024-01-01T01,NYIS,New York Independent System Operator,Nuclear,3343
2024-01-01T01,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T01,NYIS,New York Independent System Operator,Other,182
2024-01-01T01,NYIS,New York Independent System Operator,Solar,0
2024-01-01T01,NYIS,New York Independent System Operator,Hydro,3486
2024-01-01T01,NYIS,New York Independent System Operator,Wind,28
2024-01-01T02,NYIS,New York Independent System Operator,Coal,0
2024-01-01T02,NYIS,New York Independent System Operator,Natural Gas,7962
2024-01-01T02,NYIS,New York Independent System Operator,Nuclear,3334
2024-01-01T02,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T02,NYIS,New York Independent System Operator,Other,182
2024-01-01T02,NYIS,New York Independent System Operator,Solar,0
2024-01-01T02,NYIS,New York Independent System Operator,Hydro,3560
2024-01-01T02,NYIS,New York Independent System Operator,Wind,28
2024-01-01T03,NYIS,New York Independent System Operator,Coal,0
2024-01-01T03,NYIS,New York Independent System Operator,Natural Gas,7782
2024-01-01T03,NYIS,New York Independent System Operator,Nuclear,3324
2024-01-01T03,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T03,NYIS,New York Independent System Operator,Other,181
2024-01-01T03,NYIS,New York Independent System Operator,Solar,0
2024-01-01T03,NYIS,New York Independent System Operator,Hydro,3456
2024-01-01T03,NYIS,New York Independent System Operator,Wind,24
2024-01-01T04,NYIS,New York Independent System Operator,Coal,0
2024-01-01T04,NYIS,New York Independent System Operator,Natural Gas,7401
2024-01-01T04,NYIS,New York Independent System Operator,Nuclear,3306
2024-01-01T04,NYIS,New York Independent System Operator,Petroleum,19
2024-01-01T04,NYIS,New York Independent System Operator,Other,178
2024-01-01T04,NYIS,New York Independent System Operator,Solar,0
2024-01-01T04,NYIS,New York Independent System Operator,Hydro,3361
2024-01-01T04,NYIS,New York Independent System Operator,Wind,20
2024-01-01T05,NYIS,New York Independent System Operator,Coal,0
2024-01-01T05,NYIS,New York Independent System Operator,Natural Gas,7063
2024-01-01T05,NYIS,New York Independent System Operator,Nuclear,3337
2024-01-01T05,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T05,NYIS,New York Independent System Operator,Other,189
2024-01-01T05,NYIS,New York Independent System Operator,Solar,0
2024-01-01T05,NYIS,New York Independent System Operator,Hydro,2975
2024-01-01T05,NYIS,New York Independent System Operator,Wind,26
2024-01-01T06,NYIS,New York Independent System Operator,Coal,0
2024-01-01T06,NYIS,New York Independent System Operator,Natural Gas,6969
2024-01-01T06,NYIS,New York Independent System Operator,Nuclear,3350
2024-01-01T06,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T06,NYIS,New York Independent System Operator,Other,201
2024-01-01T06,NYIS,New York Independent System Operator,Solar,0
2024-01-01T06,NYIS,New York Independent System Operator,Hydro,2765
2024-01-01T06,NYIS,New York Independent System Operator,Wind,27
2024-01-01T07,NYIS,New York Independent System Operator,Coal,0
2024-01-01T07,NYIS,New York Independent System Operator,Natural Gas,6984
2024-01-01T07,NYIS,New York Independent System Operator,Nuclear,3345
2024-01-01T07,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T07,NYIS,New York Independent System Operator,Other,186
2024-01-01T07,NYIS,New York Independent System Operator,Solar,0
2024-01-01T07,NYIS,New York Independent System Operator,Hydro,2719
2024-01-01T07,NYIS,New York Independent System Operator,Wind,32
2024-01-01T08,NYIS,New York Independent System Operator,Coal,0
2024-01-01T08,NYIS,New York Independent System Operator,Natural Gas,6731
2024-01-01T08,NYIS,New York Independent System Operator,Nuclear,3346
2024-01-01T08,NYIS,New York Independent System Operator,Petroleum,20
2024-01-01T08,NYIS,New York Independent System Operator,Other,179
2024-01-01T08,NYIS,New York Independent System Operator,Solar,0
2024-01-01T08,NYIS,New York Independent System Operator,Hydro,2709
2024-01-01T08,NYIS,New York Independent System Operator,Wind,50
2024-01-01T09,NYIS,New York Independent System Operator,Coal,0
2024-01-01T09,NYIS,New York Independent System Operator,Natural Gas,6544
2024-01-01T09,NYIS,New York Independent System Operator,Nuclear,3352
2024-01-01T09,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T09,NYIS,New York Independent System Operator,Other,185
2024-01-01T09,NYIS,New York Independent System Operator,Solar,0
2024-01-01T09,NYIS,New York Independent System Operator,Hydro,2752
2024-01-01T09,NYIS,New York Independent System Operator,Wind,58
2024-01-01T10,NYIS,New York Independent System Operator,Coal,0
2024-01-01T10,NYIS,New York Independent System Operator,Natural Gas,6379
2024-01-01T10,NYIS,New York Independent System Operator,Nuclear,3356
2024-01-01T10,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T10,NYIS,New York Independent System Operator,Other,184
2024-01-01T10,NYIS,New York Independent System Operator,Solar,0
2024-01-01T10,NYIS,New York Independent System Operator,Hydro,2737
2024-01-01T10,NYIS,New York Independent System Operator,Wind,36
2024-01-01T11,NYIS,New York Independent System Operator,Coal,0
2024-01-01T11,NYIS,New York Independent System Operator,Natural Gas,6523
2024-01-01T11,NYIS,New York Independent System Operator,Nuclear,3360
2024-01-01T11,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T11,NYIS,New York Independent System Operator,Other,185
2024-01-01T11,NYIS,New York Independent System Operator,Solar,0
2024-01-01T11,NYIS,New York Independent System Operator,Hydro,2757
2024-01-01T11,NYIS,New York Independent System Operator,Wind,26
2024-01-01T12,NYIS,New York Independent System Operator,Coal,0
2024-01-01T12,NYIS,New York Independent System Operator,Natural Gas,6925
2024-01-01T12,NYIS,New York Independent System Operator,Nuclear,3347
2024-01-01T12,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T12,NYIS,New York Independent System Operator,Other,187
2024-01-01T12,NYIS,New York Independent System Operator,Solar,0
2024-01-01T12,NYIS,New York Independent System Operator,Hydro,2929
2024-01-01T12,NYIS,New York Independent System Operator,Wind,19
2024-01-01T13,NYIS,New York Independent System Operator,Coal,0
2024-01-01T13,NYIS,New York Independent System Operator,Natural Gas,6790
2024-01-01T13,NYIS,New York Independent System Operator,Nuclear,3315
2024-01-01T13,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T13,NYIS,New York Independent System Operator,Other,191
2024-01-01T13,NYIS,New York Independent System Operator,Solar,0
2024-01-01T13,NYIS,New York Independent System Operator,Hydro,3461
2024-01-01T13,NYIS,New York Independent System Operator,Wind,17
2024-01-01T14,NYIS,New York Independent System Operator,Coal,0
2024-01-01T14,NYIS,New York Independent System Operator,Natural Gas,6824
2024-01-01T14,NYIS,New York Independent System Operator,Nuclear,3317
2024-01-01T14,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T14,NYIS,New York Independent System Operator,Other,194
2024-01-01T14,NYIS,New York Independent System Operator,Solar,0
2024-01-01T14,NYIS,New York Independent System Operator,Hydro,3565
2024-01-01T14,NYIS,New York Independent System Operator,Wind,24
2024-01-01T15,NYIS,New York Independent System Operator,Coal,0
2024-01-01T15,NYIS,New York Independent System Operator,Natural Gas,7113
2024-01-01T15,NYIS,New York Independent System Operator,Nuclear,3334
2024-01-01T15,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T15,NYIS,New York Independent System Operator,Other,208
2024-01-01T15,NYIS,New York Independent System Operator,Solar,0
2024-01-01T15,NYIS,New York Independent System Operator,Hydro,3550
2024-01-01T15,NYIS,New York Independent System Operator,Wind,24
2024-01-01T16,NYIS,New York Independent System Operator,Coal,0
2024-01-01T16,NYIS,New York Independent System Operator,Natural Gas,7022
2024-01-01T16,NYIS,New York Independent System Operator,Nuclear,3346
2024-01-01T16,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T16,NYIS,New York Independent System Operator,Other,233
2024-01-01T16,NYIS,New York Independent System Operator,Solar,0
2024-01-01T16,NYIS,New York Independent System Operator,Hydro,3577
2024-01-01T16,NYIS,New York Independent System Operator,Wind,24
2024-01-01T17,NYIS,New York Independent System Operator,Coal,0
2024-01-01T17,NYIS,New York Independent System Operator,Natural Gas,6929
2024-01-01T17,NYIS,New York Independent System Operator,Nuclear,3344
2024-01-01T17,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T17,NYIS,New York Independent System Operator,Other,248
2024-01-01T17,NYIS,New York Independent System Operator,Solar,0
2024-01-01T17,NYIS,New York Independent System Operator,Hydro,3578
2024-01-01T17,NYIS,New York Independent System Operator,Wind,12
2024-01-01T18,NYIS,New York Independent System Operator,Coal,0
2024-01-01T18,NYIS,New York Independent System Operator,Natural Gas,6990
2024-01-01T18,NYIS,New York Independent System Operator,Nuclear,3343
2024-01-01T18,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T18,NYIS,New York Independent System Operator,Other,257
2024-01-01T18,NYIS,New York Independent System Operator,Solar,0
2024-01-01T18,NYIS,New York Independent System Operator,Hydro,3569
2024-01-01T18,NYIS,New York Independent System Operator,Wind,23
2024-01-01T19,NYIS,New York Independent System Operator,Coal,0
2024-01-01T19,NYIS,New York Independent System Operator,Natural Gas,7175
2024-01-01T19,NYIS,New York Independent System Operator,Nuclear,3345
2024-01-01T19,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T19,NYIS,New York Independent System Operator,Other,254
2024-01-01T19,NYIS,New York Independent System Operator,Solar,0
2024-01-01T19,NYIS,New York Independent System Operator,Hydro,3576
2024-01-01T19,NYIS,New York Independent System Operator,Wind,40
2024-01-01T20,NYIS,New York Independent System Operator,Coal,0
2024-01-01T20,NYIS,New York Independent System Operator,Natural Gas,7436
2024-01-01T20,NYIS,New York Independent System Operator,Nuclear,3340
2024-01-01T20,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T20,NYIS,New York Independent System Operator,Other,243
2024-01-01T20,NYIS,New York Independent System Operator,Solar,0
2024-01-01T20,NYIS,New York Independent System Operator,Hydro,3567
2024-01-01T20,NYIS,New York Independent System Operator,Wind,39
2024-01-01T21,NYIS,New York Independent System Operator,Coal,0
2024-01-01T21,NYIS,New York Independent System Operator,Natural Gas,7608
2024-01-01T21,NYIS,New York Independent System Operator,Nuclear,3343
2024-01-01T21,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T21,NYIS,New York Independent System Operator,Other,215
2024-01-01T21,NYIS,New York Independent System Operator,Solar,0
2024-01-01T21,NYIS,New York Independent System Operator,Hydro,3747
2024-01-01T21,NYIS,New York Independent System Operator,Wind,41
2024-01-01T22,NYIS,New York Independent System Operator,Coal,0
2024-01-01T22,NYIS,New York Independent System Operator,Natural Gas,8313
2024-01-01T22,NYIS,New York Independent System Operator,Nuclear,3342
2024-01-01T22,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T22,NYIS,New York Independent System Operator,Other,199
2024-01-01T22,NYIS,New York Independent System Operator,Solar,0
2024-01-01T22,NYIS,New York Independent System Operator,Hydro,3853
2024-01-01T22,NYIS,New York Independent System Operator,Wind,46
2024-01-01T23,NYIS,New York Independent System Operator,Coal,0
2024-01-01T23,NYIS,New York Independent System Operator,Natural Gas,8862
2024-01-01T23,NYIS,New York Independent System Operator,Nuclear,3337
2024-01-01T23,NYIS,New York Independent System Operator,Petroleum,21
2024-01-01T23,NYIS,New York Independent System Operator,Other,208
2024-01-01T23,NYIS,New York Independent System Operator,Solar,0
2024-01-01T23,NYIS,New York Independent System Operator,Hydro,4084
2024-01-01T23,NYIS,New York Independent System Operator,Wind,53
2024-01-02T00,NYIS,New York Independent System Operator,Coal,0
2024-01-02T00,NYIS,New York Independent System Operator,Natural Gas,8640
2024-01-02T00,NYIS,New York Independent System Operator,Nuclear,3332
2024-01-02T00,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T00,NYIS,New York Independent System Operator,Other,205
2024-01-02T00,NYIS,New York Independent System Operator,Solar,0
2024-01-02T00,NYIS,New York Independent System Operator,Hydro,4118
2024-01-02T00,NYIS,New York Independent System Operator,Wind,58
2024-01-02T01,NYIS,New York Independent System Operator,Coal,0
2024-01-02T01,NYIS,New York Independent System Operator,Natural Gas,8655
2024-01-02T01,NYIS,New York Independent System Operator,Nuclear,3330
2024-01-02T01,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T01,NYIS,New York Independent System Operator,Other,200
2024-01-02T01,NYIS,New York Independent System Operator,Solar,0
2024-01-02T01,NYIS,New York Independent System Operator,Hydro,4040
2024-01-02T01,NYIS,New York Independent System Operator,Wind,68
2024-01-02T02,NYIS,New York Independent System Operator,Coal,0
2024-01-02T02,NYIS,New York Independent System Operator,Natural Gas,8488
2024-01-02T02,NYIS,New York Independent System Operator,Nuclear,3334
2024-01-02T02,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T02,NYIS,New York Independent System Operator,Other,204
2024-01-02T02,NYIS,New York Independent System Operator,Solar,0
2024-01-02T02,NYIS,New York Independent System Operator,Hydro,3842
2024-01-02T02,NYIS,New York Independent System Operator,Wind,81
2024-01-02T03,NYIS,New York Independent System Operator,Coal,0
2024-01-02T03,NYIS,New York Independent System Operator,Natural Gas,7979
2024-01-02T03,NYIS,New York Independent System Operator,Nuclear,3321
2024-01-02T03,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T03,NYIS,New York Independent System Operator,Other,204
2024-01-02T03,NYIS,New York Independent System Operator,Solar,0
2024-01-02T03,NYIS,New York Independent System Operator,Hydro,3663
2024-01-02T03,NYIS,New York Independent System Operator,Wind,89
2024-01-02T04,NYIS,New York Independent System Operator,Coal,0
2024-01-02T04,NYIS,New York Independent System Operator,Natural Gas,7449
2024-01-02T04,NYIS,New York Independent System Operator,Nuclear,3305
2024-01-02T04,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T04,NYIS,New York Independent System Operator,Other,206
2024-01-02T04,NYIS,New York Independent System Operator,Solar,0
2024-01-02T04,NYIS,New York Independent System Operator,Hydro,3586
2024-01-02T04,NYIS,New York Independent System Operator,Wind,84
2024-01-02T05,NYIS,New York Independent System Operator,Coal,0
2024-01-02T05,NYIS,New York Independent System Operator,Natural Gas,7032
2024-01-02T05,NYIS,New York Independent System Operator,Nuclear,3302
2024-01-02T05,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T05,NYIS,New York Independent System Operator,Other,193
2024-01-02T05,NYIS,New York Independent System Operator,Solar,0
2024-01-02T05,NYIS,New York Independent System Operator,Hydro,3507
2024-01-02T05,NYIS,New York Independent System Operator,Wind,115
2024-01-02T06,NYIS,New York Independent System Operator,Coal,0
2024-01-02T06,NYIS,New York Independent System Operator,Natural Gas,7182
2024-01-02T06,NYIS,New York Independent System Operator,Nuclear,3309
2024-01-02T06,NYIS,New York Independent System Operator,Petroleum,22
2024-01-02T06,NYIS,New York Independent System Operator,Other,201
2024-01-02T06,NYIS,New York Independent System Operator,Solar,0
2024-01-02T06,NYIS,New York Independent System Operator,Hydro,2849
2024-01-02T06,NYIS,New York Independent System Operator,Wind,145
2024-01-02T07,NYIS,New York Independent System Operator,Coal,0
2024-01-02T07,NYIS,New York Independent System Operator,Natural Gas,7052
2024-01-02T07,NYIS,New York Independent System Operator,Nuclear,3305
2024-01-02T07,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T07,NYIS,New York Independent System Operator,Other,190
2024-01-02T07,NYIS,New York Independent System Operator,Solar,0
2024-01-02T07,NYIS,New York Independent System Operator,Hydro,2746
2024-01-02T07,NYIS,New York Independent System Operator,Wind,160
2024-01-02T08,NYIS,New York Independent System Operator,Coal,0
2024-01-02T08,NYIS,New York Independent System Operator,Natural Gas,6864
2024-01-02T08,NYIS,New York Independent System Operator,Nuclear,3304
2024-01-02T08,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T08,NYIS,New York Independent System Operator,Other,184
2024-01-02T08,NYIS,New York Independent System Operator,Solar,0
2024-01-02T08,NYIS,New York Independent System Operator,Hydro,2732
2024-01-02T08,NYIS,New York Independent System Operator,Wind,144
2024-01-02T09,NYIS,New York Independent System Operator,Coal,0
2024-01-02T09,NYIS,New York Independent System Operator,Natural Gas,6871
2024-01-02T09,NYIS,New York Independent System Operator,Nuclear,3311
2024-01-02T09,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T09,NYIS,New York Independent System Operator,Other,190
2024-01-02T09,NYIS,New York Independent System Operator,Solar,0
2024-01-02T09,NYIS,New York Independent System Operator,Hydro,2750
2024-01-02T09,NYIS,New York Independent System Operator,Wind,174
2024-01-02T10,NYIS,New York Independent System Operator,Coal,0
2024-01-02T10,NYIS,New York Independent System Operator,Natural Gas,7020
2024-01-02T10,NYIS,New York Independent System Operator,Nuclear,3313
2024-01-02T10,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T10,NYIS,New York Independent System Operator,Other,192
2024-01-02T10,NYIS,New York Independent System Operator,Solar,0
2024-01-02T10,NYIS,New York Independent System Operator,Hydro,2787
2024-01-02T10,NYIS,New York Independent System Operator,Wind,218
2024-01-02T11,NYIS,New York Independent System Operator,Coal,0
2024-01-02T11,NYIS,New York Independent System Operator,Natural Gas,7639
2024-01-02T11,NYIS,New York Independent System Operator,Nuclear,3339
2024-01-02T11,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T11,NYIS,New York Independent System Operator,Other,191
2024-01-02T11,NYIS,New York Independent System Operator,Solar,0
2024-01-02T11,NYIS,New York Independent System Operator,Hydro,2908
2024-01-02T11,NYIS,New York Independent System Operator,Wind,270
2024-01-02T12,NYIS,New York Independent System Operator,Coal,0
2024-01-02T12,NYIS,New York Independent System Operator,Natural Gas,7964
2024-01-02T12,NYIS,New York Independent System Operator,Nuclear,3324
2024-01-02T12,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T12,NYIS,New York Independent System Operator,Other,204
2024-01-02T12,NYIS,New York Independent System Operator,Solar,0
2024-01-02T12,NYIS,New York Independent System Operator,Hydro,3459
2024-01-02T12,NYIS,New York Independent System Operator,Wind,398
2024-01-02T13,NYIS,New York Independent System Operator,Coal,0
2024-01-02T13,NYIS,New York Independent System Operator,Natural Gas,8201
2024-01-02T13,NYIS,New York Independent System Operator,Nuclear,3313
2024-01-02T13,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T13,NYIS,New York Independent System Operator,Other,188
2024-01-02T13,NYIS,New York Independent System Operator,Solar,0
2024-01-02T13,NYIS,New York Independent System Operator,Hydro,3843
2024-01-02T13,NYIS,New York Independent System Operator,Wind,560
2024-01-02T14,NYIS,New York Independent System Operator,Coal,0
2024-01-02T14,NYIS,New York Independent System Operator,Natural Gas,8377
2024-01-02T14,NYIS,New York Independent System Operator,Nuclear,3313
2024-01-02T14,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T14,NYIS,New York Independent System Operator,Other,215
2024-01-02T14,NYIS,New York Independent System Operator,Solar,0
2024-01-02T14,NYIS,New York Independent System Operator,Hydro,4016
2024-01-02T14,NYIS,New York Independent System Operator,Wind,648
2024-01-02T15,NYIS,New York Independent System Operator,Coal,0
2024-01-02T15,NYIS,New York Independent System Operator,Natural Gas,7954
2024-01-02T15,NYIS,New York Independent System Operator,Nuclear,3326
2024-01-02T15,NYIS,New York Independent System Operator,Petroleum,21
2024-01-02T15,NYIS,New York Independent System Operator,Other,249
2024-01-02T15,NYIS,New York Independent System Operator,Solar,0
2024-01-02T15,NYIS,New York Independent System Operator,Hydro,3898
2024-01-02T15,NYIS,New York Independent System Operator,Wind,634
2024-01-02T16,NYIS,New York Independent System Operator,Coal,0
2024-01-02T16,NYIS,New York Independent System Operator,Natural Gas,7667
2024-01-02T16,NYIS,New York Independent System Operator,Nuclear,3310
2024-01-02T16,NYIS,New York Independent System Operator,Petroleum,21
